,Unnamed: 0,Unnamed: 0.1,make_model,short_description,price,km,hp,Type,First Registration,Body Color,Body,Gearing Type,Displacement,Fuel,CO2 Emission,Emission Class,consumption_comb,consumption_city,consumption_country,door_number,First_Registration
3013,3013,3013,Audi A3,Sportback 1.6 TDI Ambition clean diesel Sportba,15376,82033,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3014,3014,3014,Audi A3,SPB 1.6 TDI clean diesel Ambiente - Navy -,15499,120000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3015,3015,3015,Audi A3,SPB Admired S-line 1.6 Diesel 110CV,15500,123226,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,99,Euro 6,,3.4,3.8,5,2016
3016,3016,3016,Audi A3,SPB Admired S-line 1.6 Diesel 110CV,15500,123226,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,99,Euro 6,,3.4,3.8,5,2016
3017,3017,3017,Audi A3,SPB 1.6 TDI clean diesel Admired,15490,53852,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3018,3018,3018,Audi A3,Sportback 1.6 TDI Attraction MMI Radio,15490,53994,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3019,3019,3019,Audi A3,Sportback 1.6 TDI Attraction MMI Radio,15490,46928,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3020,3020,3020,Audi A3,"SB 1,6 TDI intense - NEUES MODEL",15490,88000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,5,2016
3021,3021,3021,Audi A3,Sportback Ambition 1.2 TFSI NAVI/EINPARKHILFE,15480,80800,81.0,Used,2016.0,Black,Sedans,Manual,1.197,BENZINE,117,Euro 6,5.0,6.3,4.3,4,2016
3022,3022,3022,Audi A3,Sportback 2.0 TDI,15490,87810,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,4,2016
3023,3023,3023,Audi A3,Sportback 2.0 TDI Ambition Navi Xenon+ Shz,15480,79548,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3024,3024,3024,Audi A3,Sportback 1.6 TDI Attraction,15310,53262,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3025,3025,3025,Audi A3,Sportback 2.0 TDI 150 CV clean diesel Ambiente,15300,108000,110.0,Used,2016.0,White,Other,Manual,1.968,DIESEL,106,Euro 6,4.1,5.0,3.6,5,2016
3026,3026,3026,Audi A3,Limo. 1.6 TDI >XENON+SITZHZ.+APS+AHK+MFL+LM,15250,81236,81.0,Used,2017.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,4,2017
3027,3027,3027,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15145,76592,92.0,Used,2016.0,White,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3028,3028,3028,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15115,69994,92.0,Used,2016.0,White,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3029,3029,3029,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15105,88717,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3030,3030,3030,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15105,77536,92.0,Used,2016.0,Grey,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3031,3031,3031,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15105,72929,92.0,Used,2016.0,White,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3032,3032,3032,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15105,73382,92.0,Used,2016.0,White,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3033,3033,3033,Audi A3,"SB 1,6 TDI intense - NEUES MODEL",15100,109000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,5,2016
3034,3034,3034,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15065,75780,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3035,3035,3035,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15065,73409,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3036,3036,3036,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15065,95177,92.0,Used,2016.0,Blue,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3037,3037,3037,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15065,88268,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3038,3038,3038,Audi A3,Sportback S line Sportpaket Navi Leder SpoSi,15470,89652,110.0,Used,2016.0,Black,Station wagon,Manual,1.968,DIESEL,101,Euro 6,3.8,4.5,,4,2016
3039,3039,3039,Audi A3,Sportback 1.6 TDI clean diesel Navi Xenon Alu Spra,15475,57100,81.0,Used,2016.0,Grey,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3040,3040,3040,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15065,89564,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3041,3041,3041,Audi A3,SPORTBACK 1.6 TDI Business,15450,107838,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3042,3042,3042,Audi A3,Sportback 2.0TDI EU6 Ambi Xen Navi Tempo AHK,15460,144450,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,109,Euro 6,4.1,5.0,3.6,5,2016
3043,3043,3043,Audi A3,Sportback 1.6TDI Ambit. Xenon+ GRA Parklenkass,15470,61050,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,106,Euro 6,4.0,4.7,3.6,5,2016
3044,3044,3044,Audi A3,Sportback 1.6TDI CD Attracted,15450,77500,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.7,3.6,5,2016
3045,3045,3045,Audi A3,Sportback 1.6TDI CD Attracted,15450,77500,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.7,3.6,5,2016
3046,3046,3046,Audi A3,SPORTBACK 1.6 TDI Business,15450,107838,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3047,3047,3047,Audi A3,SPORTBACK 1.6 TDI Business,15450,107838,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3048,3048,3048,Audi A3,SPORTBACK 1.6 TDI Business,15450,107838,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3049,3049,3049,Audi A3,1.6 TDI 110pk Adapt.cruisecontrol Ambiente,15450,116460,81.0,Used,2016.0,Black,Compact,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3050,3050,3050,Audi A3,Sportback 1.6 TDI Sport Lease Edition *XENON+NAVI+,15445,200814,82.0,Used,2016.0,Grey,Compact,Manual,1.598,DIESEL,104,Euro 6,3.8,4.3,3.5,5,2016
3051,3051,3051,Audi A3,"Sportback 1.6 TDI S line Ambition Euro 6, Sitzh",15430,83916,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,106,Euro 6,4.0,4.7,3.6,5,2016
3052,3052,3052,Audi A3,Sportback 1.6 TDI Ambition,15430,111800,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,105,Euro 6,4.0,3.6,4.7,5,2016
3053,3053,3053,Audi A3,1.6 TDi 110PK ULTRA *EURO 6* GPS*PDC,15400,59675,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,89,Euro 6,3.4,3.9,3.1,5,2016
3054,3054,3054,Audi A3,2.0 TDI Sportback (clean diesel) S Line,15400,150000,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,4,2016
3055,3055,3055,Audi A3,Sportback 2.0 TDI Facelift Navi+ Xenon+ SHZ,15380,124197,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3056,3056,3056,Audi A3,1.4TFSI Attract Navi Sitzh Bluetooth Radio,15390,37100,110.0,Used,2016.0,Silver,Sedans,Manual,1.395,BENZINE,105,Euro 6,4.5,5.6,3.9,3,2016
3057,3057,3057,Audi A3,Sportback 2.0 TDI Attraction Navi Einparkh.,15380,76900,110.0,Used,2016.0,Black,Station wagon,Manual,1.968,DIESEL,106,Euro 6,4.0,4.9,3.5,5,2016
3058,3058,3058,Audi A3,,14995,109295,92.0,Used,2016.0,Black,Station wagon,Manual,1.968,BENZINE,,,,,,5,2016
3059,3059,3059,Audi A3,SPORTBACK 1.6 TDI Ambiente 88 mila,14990,88000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3060,3060,3060,Audi A3,Sportback 2.0TDI EU6 Ambie Navi AHK Einparkh Tempo,14990,105700,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,5,2016
3061,3061,3061,Audi A3,Sportback 2.0TDI EU6 Ambie Navi AHK Einparkh Tempo,14990,105700,110.0,Used,2016.0,White,Station wagon,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,5,2016
3062,3062,3062,Audi A3,2.0 TDI Ambition NAVI XENON 17ALU 184PS,14990,79900,135.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,109,Euro 6,4.1,5.2,3.6,2,2016
3063,3063,3063,Audi A3,Ambition 17 Zoll Alu/PDC/Sportlenkrad,14990,35000,81.0,Used,2016.0,Blue,Sedans,Manual,1.197,BENZINE,116,Euro 6,4.9,6.2,4.2,2,2016
3064,3064,3064,Audi A3,SPORTBACK 1.6 TDI Business,14990,87000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,5,2016
3065,3065,3065,Audi A3,1.6 TDI AMBIENTE 110 CH,14990,79000,81.0,Used,2016.0,Blue,Compact,Manual,1.598,DIESEL,,,,,,5,2016
3066,3066,3066,Audi A3,Sportback 1.8 TFSI Attraction Klima,14990,95235,132.0,Used,2016.0,Black,Sedans,Manual,1.798,BENZINE,137,Euro 6,5.8,7.4,4.9,5,2016
3067,3067,3067,Audi A3,1.6 TDi ultra Attraction GPS APS BLUETOOTH AIRCO,14990,63058,81.0,Used,2016.0,Grey,Compact,Manual,1.598,DIESEL,89,Euro 6,3.4,3.9,3.1,5,2016
3068,3068,3068,Audi A3,Sportback 2.0 TDI Ambition Navi Xenon+,14980,97834,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3069,3069,3069,Audi A3,Sportback Attraction 1.6 TDI EU6 81*Navi*St S,14980,65886,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,4,2016
3070,3070,3070,Audi A3,SB Attraction 1.6 TDI NAVI TEMP SHZ MEGAPREIS,14990,47400,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,3,2016
3071,3071,3071,Audi A3,Sportback 1.6 TDI Navi/GRA/APS/EU6 PDC Tempo Kl,15380,69692,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3072,3072,3072,Audi A3,Sportback 2.0 TDI Navi Xenon B&O PDC Shz,14980,102124,110.0,Used,2016.0,Silver,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3073,3073,3073,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15030,95671,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3074,3074,3074,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15030,99233,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3075,3075,3075,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15025,92757,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3076,3076,3076,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15060,88346,92.0,Used,2016.0,Blue,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3077,3077,3077,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15025,79930,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3078,3078,3078,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15050,83273,92.0,Used,2016.0,Red,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3079,3079,3079,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15030,92062,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3080,3080,3080,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15020,79403,92.0,Used,2016.0,White,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3081,3081,3081,Audi A3,SPB 1.6 TDI clean diesel Ambition,15000,160000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3082,3082,3082,Audi A3,1.2 TFSI Ambiente,15000,75000,81.0,Used,2016.0,White,Sedans,Manual,1.197,BENZINE,114,Euro 6,4.9,6.2,4.2,5,2016
3083,3083,3083,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15020,83454,92.0,Used,2016.0,Blue,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3084,3084,3084,Audi A3,Sportback 1.6 TDI 110 Ambition,15000,35000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,105,Euro 6,4.0,4.7,3.6,5,2016
3085,3085,3085,Audi A3,SPB 1.4 TFSI g-tron Ambiente,15000,174000,81.0,Used,2016.0,Silver,Sedans,Manual,1.395,CNG,97,Euro 6,,,,5,2016
3086,3086,3086,Audi A3,Sportback 1.6TDI S Line Edition 81,15000,50000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,108,Euro 6,4.2,4.9,3.8,5,2016
3087,3087,3087,Audi A3,1.4 TFSI 125 CV Attraction man 6v.,15020,96638,92.0,Used,2016.0,Black,Sedans,Manual,1.4,BENZINE,,,,,,5,2016
3088,3088,3088,Audi A3,SPB 1.6 TDI clean diesel Ambition,15000,70000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3089,3089,3089,Audi A3,1.6 TDI clean S tronic Attracted 81  (110 C,15000,101000,81.0,Used,2016.0,Black,Compact,Manual,1.598,DIESEL,105,Euro 6,3.9,4.4,3.6,5,2016
3090,3090,3090,Audi A3,1.2 TFSI Attraction,15000,43000,81.0,Used,2016.0,Blue,Sedans,Manual,1.197,BENZINE,114,Euro 6,4.9,6.2,4.2,3,2016
3091,3091,3091,Audi A3,SPB 1.6 TDI Sport,15000,75000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,5,2016
3092,3092,3092,Audi A3,"2.0 TDI (clean diesel),Leder,Klima",13990,30000,110.0,Used,2016.0,Brown,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,2,2016
3093,3093,3093,Audi A3,2.0 TDI Ambition clean diesel EU6 Navi Xenon Klima,13990,119000,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,109,Euro 6,4.1,5.0,3.6,3,2016
3094,3094,3094,Audi A3,Sportback 2.0TDI CD Advanced 150,13990,101280,110.0,Used,2016.0,Black,Compact,Manual,1.968,DIESEL,,,4.0,5.0,3.0,5,2016
3095,3095,3095,Audi A3,2.0 TDI Sportback - FACELIFT + EURO 6,13950,149000,110.0,Used,2017.0,Grey,Sedans,Manual,1.968,DIESEL,105,Euro 6,4.2,5.1,3.7,4,2017
3096,3096,3096,Audi A3,Sportback 1.6 TDI 6-Gang NAVI/XENON/TEMPOMAT,13980,115694,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.3,3.5,4,2016
3097,3097,3097,Audi A3,Sportback Attraction 1.6 TDI Navi SHZ PDC vo+hi,13950,72300,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3098,3098,3098,Audi A3,Sportback *Leder*Xenon*Euro6*,13900,138717,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,109,Euro 6,4.1,5.0,3.6,4,2016
3099,3099,3099,Audi A3,1.6 TDI Sportback (clean diesel) Attraction,13900,68550,81.0,Used,2016.0,Blue,Station wagon,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3100,3100,3100,Audi A3,Sportb Ambition 1. Hand Navi AHK Sport Euro6,13950,142000,110.0,Used,2016.0,Blue,Station wagon,Manual,1.968,DIESEL,101,Euro 6,3.8,4.5,3.4,4,2016
3101,3101,3101,Audi A3,"SB Attraction 2,0 TDI Gletcherweiß/Bluetooth/PDC/",13900,109500,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,106,Euro 5,4.2,5.0,3.7,5,2016
3102,3102,3102,Audi A3,1.6 TDI Sport,13900,158000,81.0,Used,2017.0,Black,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,3,2017
3103,3103,3103,Audi A3,"Sportback Ambition 1,6 TDI/PDC/Klimaauto/EUR6",13900,127435,81.0,Used,2016.0,Black,Station wagon,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,4,2016
3104,3104,3104,Audi A3,1.2 TFSI Attraction Sportback*XENON*16 ZOLL*,13900,67500,81.0,Used,2016.0,Brown,Sedans,Manual,1.197,BENZINE,114,Euro 6,4.9,6.2,4.2,4,2016
3105,3105,3105,Audi A3,1.6 TDI Sportback (clean diesel) Attraction,13900,99000,81.0,Used,2016.0,Black,Station wagon,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,4,2016
3106,3106,3106,Audi A3,Sportback 1.6 TDI Attraction Navi Xenon PDC Sitzh,13850,75357,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,4,2016
3107,3107,3107,Audi A3,Sportback Attraction 1.6 TDI Xenon AHK SHZ,13800,62900,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3108,3108,3108,Audi A3,Sportback 1.6TDI Sport Edition 85,13790,149170,85.0,Used,2017.0,White,Compact,Manual,1.598,DIESEL,,,4.0,4.0,3.0,5,2017
3109,3109,3109,Audi A3,Sportback 2.0 TDI Qu. Ambiente Leder Navi B&O,13780,141939,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3110,3110,3110,Audi A3,1.6 TDI Sportback Attraction *KliA*SitzH*Alu*,13780,97200,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3111,3111,3111,Audi A3,Spb 1.6 TDI Navi/Sitzhzg/Sportfahrw/EU6,14888,93268,81.0,Used,2016.0,Black,Compact,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3112,3112,3112,Audi A3,1.6 TDi Attraction,13890,45450,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3113,3113,3113,Audi A3,Sportback Sport 1.6 TDI Xenon Sitzheizung,14880,68415,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,107,Euro 6,4.0,4.7,3.6,5,2016
3114,3114,3114,Audi A3,Attraction 2.0 TDI Einparkhilfe plus+Panorama,14880,165650,110.0,Used,2016.0,Grey,Sedans,Manual,1.968,DIESEL,105,Euro 6,4.0,4.9,3.5,5,2016
3115,3115,3115,Audi A3,Sportback Attraction 2.0 TDI Einparkhilfe plus+Pan,14880,165650,110.0,Used,2016.0,Grey,Sedans,Manual,1.968,DIESEL,105,Euro 6,4.0,4.9,3.5,5,2016
3116,3116,3116,Audi A3,Sportback 1.6TDI CD Attracted S-T,14850,48000,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.7,5,2016
3117,3117,3117,Audi A3,SPB 1.6 TDI Business Navi/Sensori Parch.Post.,14850,117000,81.0,Used,2016.0,Blue,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3118,3118,3118,Audi A3,"1.6 TDI Ambiente EU6,Navi,Xenon,",14844,32200,81.0,Used,2016.0,Grey,Sedans,Manual,1.598,DIESEL,,,,,,3,2016
3119,3119,3119,Audi A3,Attraction 1.6 TDI Einparkhilfe Pano,14840,74590,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3120,3120,3120,Audi A3,Attraction 1.6 TDI - EURO 6-,14850,80727,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,2,2016
3121,3121,3121,Audi A3,2.0 TDI 150 Ambition,14800,103000,110.0,Used,2016.0,Grey,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,3,2016
3122,3122,3122,Audi A3,Attraction 1,14840,95990,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3123,3123,3123,Audi A3,Sportback 2.0 TDI clean Attracted 110,14800,97386,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,5,2016
3124,3124,3124,Audi A3,Sportback 2.0 TDI clean Attracted 110,14800,89294,110.0,Used,2016.0,Black,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,5,2016
3125,3125,3125,Audi A3,1.6 TDI (clean diesel) Ambiente,14700,39800,81.0,Used,2016.0,Grey,Sedans,Manual,1.598,DIESEL,105,Euro 6,4.0,4.7,3.6,3,2016
3126,3126,3126,Audi A3,Sportback 2.0 TDI S-Line T-Leder Navi+,14780,179150,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,,Euro 6,,,,4,2016
3127,3127,3127,Audi A3,Sportback 1.6 TDi Ambiente Navi Sitzhzg,14750,135887,81.0,Used,2016.0,Grey,Sedans,Manual,1.598,DIESEL,105,Euro 6,4.0,4.7,3.6,5,2016
3128,3128,3128,Audi A3,Sedan 1.6 TDI,14700,99700,81.0,Used,2016.0,White,Sedans,Manual,1.598,DIESEL,106,Euro 6,3.9,4.6,3.5,4,2016
3129,3129,3129,Audi A3,Sportback Euro 6 + Xenon /161,14590,100500,81.0,Used,2017.0,Black,Station wagon,Manual,1.598,DIESEL,109,Euro 6,4.2,4.9,3.8,4,2017
3130,3130,3130,Audi A3,1.6 TDi Attraction *** GARANTIE 2ANS***,14500,93200,81.0,Used,2016.0,Grey,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3131,3131,3131,Audi A3,Sportback 1.6 TDI Navi/Sitzhzg/APS/GRA/EU6 PDC,14530,82712,81.0,Used,2016.0,Black,Compact,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3132,3132,3132,Audi A3,Sportback 1.6 TDI Ambition MMI Radio Klima MFL,14500,89410,81.0,Used,2016.0,Red,Sedans,Manual,1.598,DIESEL,105,Euro 6,4.0,4.7,3.6,5,2016
3133,3133,3133,Audi A3,1.4 TFSI Attracted 92  (125 CV),14500,78000,92.0,Used,2018.0,White,Compact,Manual,1.395,BENZINE,117,Euro 6,5.1,6.7,4.1,5,2018
3134,3134,3134,Audi A3,2.0 TDI Ambiente Sportback*NAVI*17ZOLL*AHK*,14490,92400,110.0,Used,2016.0,White,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,4,2016
3135,3135,3135,Audi A3,"Sportback Ambiente 1,4 TFSI ultra/Teilleder",14550,110747,110.0,Used,2016.0,Black,Station wagon,Manual,1.395,BENZINE,111,Euro 5,4.7,5.8,4.1,4,2016
3136,3136,3136,Audi A3,SPB 1.6 TDI diesel Business NAVI/P.D.C.,14499,114000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3137,3137,3137,Audi A3,Sportback 1.6 TDI Ambition NAVI / TEMPOMAT / EPH,14480,109040,81.0,Used,2016.0,Red,Sedans,Manual,1.598,DIESEL,,Euro 6,,,,5,2016
3138,3138,3138,Audi A3,"Sportback Attraction 1.6 TDI 6-Gang Attraction, Kl",14400,113200,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3139,3139,3139,Audi A3,"Sportback 1.6 TDI Euro 6, Connectivity Paket, K",14470,43721,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3140,3140,3140,Audi A3,SPORTBACK 1.6 TDI Business,14450,135364,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3141,3141,3141,Audi A3,SPORTBACK 1.6 TDI Business,14450,135364,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,5,2016
3142,3142,3142,Audi A3,Sportback 1.6TDI Attrac EU6 Climatr Sitzh,14440,86100,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3143,3143,3143,Audi A3,1.6 TDi,14400,119000,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3144,3144,3144,Audi A3,Sportback 1.6TDI Attrac EU6 Climatr Sitzh,14440,86100,81.0,Used,2016.0,Black,Station wagon,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3145,3145,3145,Audi A3,SPB 1.6 TDI clean diesel Ambition,14300,151800,81.0,Used,2016.0,Silver,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3146,3146,3146,Audi A3,1.6 TDI Attraction XENON / NAVI / SIH,14180,82430,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,,Euro 6,,,,3,2016
3147,3147,3147,Audi A3,Sportback 2.0TDI CD Advanced 150,14000,130000,110.0,Used,2016.0,Grey,Sedans,Manual,1.968,DIESEL,108,Euro 6,4.1,5.0,3.6,5,2016
3148,3148,3148,Audi A3,Sportback Ambiente 1.6 TDI Navi Bluetooth Sitzh E,14950,98097,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,101,Euro 6,3.8,4.5,3.4,5,2016
3149,3149,3149,Audi A3,Sportback 1.6 TDI Ambition,14950,127896,81.0,Used,2016.0,Blue,Compact,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
3150,3150,3150,Audi A3,SPB 1.6 TDI clean diesel Attraction,14290,65700,81.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,99,Euro 6,3.8,4.5,3.4,5,2016
